order_id,product_id,quantity,unit_price
O0000117,P00190,4,324.32
O0000117,P00301,2,749.15
O0000118,P00209,3,2224.16
O0000118,P00017,3,1355.36
O0000118,P00112,4,376.74
O0000118,P00228,2,2281.63
O0000119,P00204,3,1172.6
O0000119,P00098,1,1041.92
O0000119,P00486,4,299.84
O0000119,P00047,2,2349.0
O0000120,P00065,2,2268.72
O0000120,P00036,2,2203.95
O0000121,P00142,2,1397.58
O0000121,P00067,3,706.47
O0000121,P00409,2,683.67
O0000122,P00405,2,97.18
O0000123,P00059,1,1133.42
O0000123,P00244,4,1145.62
O0000123,P00399,3,1413.27
O0000124,P00485,1,541.17
O0000124,P00373,3,1414.33
O0000124,P00235,1,2271.22
O0000125,P00038,1,2225.94
O0000126,P00320,3,713.5
O0000126,P00196,3,2372.83
O0000126,P00233,4,1600.29
O0000127,P00444,2,1110.11
O0000127,P00221,4,830.0
O0000127,P00455,2,1150.76
O0000127,P00212,3,615.72
O0000128,P00219,3,942.4
O0000129,P00048,4,1825.43
O0000129,P00050,3,1563.54
O0000129,P00416,2,1820.48
O0000129,P00285,1,1120.17
O0000129,P00301,3,749.15
O0000130,P00385,4,414.85
O0000130,P00445,1,1314.91
O0000130,P00496,3,363.82
O0000131,P00115,1,1602.76
O0000131,P00180,3,550.9
O0000131,P00059,3,1133.42
O0000132,P00393,1,1675.33
O0000132,P00312,3,363.64
O0000132,P00015,2,1880.93
O0000132,P00140,3,1048.73
O0000133,P00073,1,1338.87
O0000134,P00175,2,1782.83
O0000134,P00190,3,324.32
O0000135,P00026,1,2004.47
O0000135,P00140,4,1048.73
O0000135,P00339,4,49.28
O0000135,P00249,4,1452.1
O0000136,P00177,4,147.34
O0000136,P00057,3,1949.37
O0000136,P00348,4,129.26
O0000136,P00270,3,1804.98
O0000137,P00393,2,1675.33
O0000137,P00392,3,1170.67
O0000137,P00149,3,1889.77
O0000138,P00067,4,706.47
O0000138,P00273,2,44.45
O0000138,P00257,3,596.89
O0000138,P00037,4,34.44
O0000138,P00442,1,344.29
O0000139,P00208,4,2065.71
O0000139,P00149,1,1889.77
O0000140,P00317,4,558.08
O0000140,P00426,3,335.39
O0000140,P00046,4,1005.19
O0000140,P00433,1,1060.87
O0000141,P00174,2,2416.18
O0000141,P00171,2,1499.16
O0000142,P00100,3,787.21
O0000142,P00180,2,550.9
O0000142,P00121,1,2013.52
O0000143,P00091,4,1624.37
O0000143,P00238,4,418.8
O0000143,P00349,3,814.68
O0000144,P00324,3,1592.58
O0000145,P00030,3,399.67
O0000145,P00426,3,335.39
O0000146,P00197,4,926.87
O0000146,P00298,1,428.35
O0000146,P00231,2,2388.95
O0000146,P00165,4,1030.79
O0000147,P00366,1,894.55
O0000147,P00259,2,2431.14
O0000147,P00021,2,573.37
O0000148,P00187,3,2036.57
O0000148,P00470,3,561.61
O0000149,P00034,3,675.05
O0000149,P00049,4,125.3
O0000149,P00146,3,463.33
O0000150,P00073,3,1338.87
O0000151,P00159,4,1889.8
O0000152,P00379,1,467.47
O0000153,P00486,4,299.84
O0000153,P00099,2,2320.27
O0000153,P00071,2,2412.33
O0000154,P00428,1,1879.04
O0000154,P00339,3,49.28
O0000154,P00449,2,233.73
O0000155,P00463,2,2459.08
O0000155,P00370,4,1498.83
O0000156,P00497,4,1907.26
O0000157,P00463,2,2459.08
O0000157,P00189,4,106.0
O0000157,P00237,3,2322.21
O0000157,P00399,4,1413.27
O0000157,P00258,4,1042.7
O0000158,P00027,4,470.97
O0000158,P00448,3,568.43
O0000159,P00083,3,911.79
O0000159,P00231,2,2388.95
O0000159,P00426,4,335.39
O0000160,P00014,4,963.32
O0000160,P00028,4,2422.96
O0000160,P00258,3,1042.7
O0000161,P00366,3,894.55
O0000161,P00406,2,1001.4
O0000162,P00357,2,739.81
O0000162,P00389,4,232.76
O0000162,P00230,1,1407.81
O0000163,P00271,4,2363.79
O0000164,P00123,4,1467.63
O0000164,P00328,4,219.82
O0000165,P00368,2,1056.8
O0000166,P00293,4,2411.97
O0000167,P00279,1,2404.25
O0000168,P00192,3,1085.06
O0000168,P00383,1,947.74
O0000168,P00183,1,612.8
O0000168,P00177,2,147.34
O0000168,P00376,1,2118.51
O0000169,P00426,4,335.39
O0000169,P00357,4,739.81
O0000170,P00235,1,2271.22
O0000170,P00151,2,1672.82
O0000170,P00023,2,606.44
O0000170,P00454,1,2057.27
O0000171,P00386,2,2356.97
O0000171,P00147,3,187.92
O0000172,P00189,4,106.0
O0000172,P00456,4,1933.78
O0000173,P00266,3,781.43
O0000174,P00422,2,793.83
O0000174,P00280,3,1697.43
O0000174,P00165,1,1030.79
O0000175,P00354,4,273.31
O0000176,P00181,4,607.52
O0000176,P00141,1,241.69
O0000177,P00488,1,2251.79
O0000177,P00074,4,2402.56
O0000177,P00018,2,610.04
O0000178,P00487,1,259.03
O0000179,P00294,2,922.06
O0000180,P00128,1,261.9
O0000180,P00014,2,963.32
O0000180,P00256,4,1105.82
O0000180,P00468,1,708.59
O0000181,P00252,2,2482.22
O0000182,P00366,4,894.55
O0000183,P00457,3,1389.77
O0000183,P00436,2,1725.19
O0000183,P00365,2,319.48
O0000183,P00407,3,2401.89
O0000184,P00122,4,1979.84
O0000184,P00014,3,963.32
O0000184,P00284,3,959.3
O0000185,P00368,4,1056.8
O0000185,P00270,4,1804.98
O0000185,P00394,4,1055.3
O0000185,P00422,1,793.83
O0000186,P00349,3,814.68
O0000186,P00066,2,2169.13
O0000186,P00394,2,1055.3
O0000187,P00166,2,834.28
O0000187,P00178,3,2100.35
O0000187,P00434,1,1801.13
O0000188,P00321,3,2407.49
O0000188,P00315,1,1350.96
O0000188,P00258,2,1042.7
O0000189,P00432,1,322.13
O0000189,P00423,1,1966.25
O0000190,P00334,2,1480.09
O0000191,P00329,3,17.7
O0000191,P00248,2,1047.33
O0000191,P00413,4,2471.08
O0000191,P00153,4,336.03
O0000192,P00248,4,1047.33
O0000192,P00105,3,2452.22
O0000193,P00500,4,1475.38
O0000193,P00067,3,706.47
O0000194,P00063,3,29.65
O0000195,P00215,2,1151.22
O0000195,P00493,2,1926.46
O0000195,P00417,3,745.05
O0000195,P00479,3,1401.84
O0000195,P00098,2,1041.92
O0000196,P00255,1,1490.95
O0000196,P00047,4,2349.0
O0000197,P00306,4,1132.19
O0000197,P00147,1,187.92
O0000197,P00434,1,1801.13
O0000198,P00207,3,247.17
O0000198,P00024,4,1964.78
O0000198,P00027,2,470.97
O0000199,P00423,1,1966.25
O0000200,P00174,3,2416.18
O0000200,P00387,2,2436.38
O0000200,P00102,4,620.67
O0000201,P00234,2,2411.83
O0000201,P00311,2,1066.25
O0000202,P00316,3,2060.86
O0000202,P00304,3,2325.86
O0000202,P00260,4,1191.69
O0000202,P00363,3,316.81
O0000203,P00408,1,83.21
O0000203,P00306,4,1132.19
O0000203,P00136,2,1153.24
O0000203,P00370,1,1498.83
O0000204,P00318,4,881.21
O0000204,P00076,2,1879.93
O0000205,P00212,2,615.72
O0000206,P00435,1,1948.23
O0000206,P00362,2,2052.92
O0000206,P00266,2,781.43
O0000207,P00468,3,708.59
O0000207,P00280,3,1697.43
O0000208,P00143,3,2421.47
O0000208,P00116,3,962.69
O0000208,P00395,3,2258.4
O0000209,P00408,3,83.21
O0000210,P00459,4,1140.32
O0000210,P00420,3,312.74
O0000210,P00489,2,2022.13
O0000210,P00149,1,1889.77
O0000210,P00148,1,406.16
O0000211,P00139,3,1806.29
O0000211,P00071,1,2412.33
O0000211,P00316,2,2060.86
O0000212,P00327,2,517.76
O0000212,P00027,1,470.97
O0000212,P00212,3,615.72
O0000212,P00368,4,1056.8
O0000212,P00052,2,1376.62
O0000213,P00334,2,1480.09
O0000213,P00388,3,991.36
O0000213,P00165,3,1030.79
O0000214,P00379,1,467.47
O0000214,P00468,2,708.59
O0000215,P00493,3,1926.46
O0000216,P00476,3,1340.02
O0000216,P00146,4,463.33
O0000216,P00329,4,17.7
O0000217,P00235,3,2271.22
O0000217,P00368,2,1056.8
O0000217,P00008,3,1594.68
O0000218,P00313,4,354.29
O0000218,P00424,4,108.75
O0000218,P00264,3,2393.19
O0000219,P00128,1,261.9
O0000219,P00134,4,329.99
O0000219,P00121,4,2013.52
O0000220,P00006,3,325.19
O0000220,P00335,3,1390.19
O0000220,P00355,2,2304.37
O0000221,P00459,3,1140.32
O0000222,P00113,2,1554.98
O0000222,P00245,2,1125.17
O0000222,P00233,3,1600.29
O0000223,P00112,2,376.74
O0000224,P00186,1,614.2
O0000224,P00470,1,561.61
O0000225,P00267,4,1043.62
O0000225,P00060,2,690.21
O0000225,P00368,4,1056.8
O0000226,P00068,4,144.43
O0000226,P00234,1,2411.83
O0000226,P00287,4,246.26
O0000227,P00024,4,1964.78
O0000227,P00177,1,147.34
O0000228,P00147,4,187.92
O0000229,P00196,4,2372.83
O0000230,P00448,2,568.43
O0000230,P00335,3,1390.19
O0000230,P00061,2,1770.45
O0000230,P00276,4,247.35
O0000231,P00238,4,418.8
O0000231,P00273,4,44.45
O0000231,P00422,2,793.83
O0000232,P00480,1,56.97
O0000233,P00106,1,1767.49
O0000233,P00052,1,1376.62
O0000233,P00229,1,1401.85
O0000234,P00112,1,376.74
O0000234,P00072,3,1486.36
O0000235,P00155,2,301.21
O0000235,P00339,2,49.28
O0000236,P00303,2,181.93
O0000236,P00321,4,2407.49
O0000237,P00164,4,112.27
O0000237,P00210,2,1142.06
O0000238,P00124,2,2289.41
O0000239,P00272,2,558.52
O0000240,P00041,4,39.03
O0000240,P00434,3,1801.13
O0000240,P00048,2,1825.43
O0000241,P00412,2,1623.65
O0000241,P00246,2,517.36
O0000241,P00446,3,2100.0
O0000242,P00380,1,1867.18
O0000242,P00383,4,947.74
O0000242,P00469,2,396.95
O0000243,P00195,4,328.68
O0000244,P00263,4,2185.95
O0000244,P00239,1,1425.94
O0000245,P00380,2,1867.18
O0000245,P00009,3,1342.34
O0000245,P00284,4,959.3
O0000245,P00152,2,2364.13
O0000245,P00101,3,2368.45
O0000246,P00282,3,581.92
O0000246,P00132,4,2469.01
O0000246,P00495,4,1001.01
O0000247,P00095,1,1182.98
O0000247,P00269,1,1911.95
O0000247,P00430,1,2193.21
O0000248,P00119,1,1455.24
O0000248,P00363,2,316.81
O0000248,P00005,2,2121.02
O0000248,P00259,4,2431.14
O0000249,P00250,1,2465.55
O0000250,P00272,3,558.52
O0000250,P00275,3,2398.86
O0000251,P00471,1,243.48
O0000251,P00269,2,1911.95
O0000251,P00124,2,2289.41
O0000252,P00041,3,39.03
O0000252,P00492,4,503.13
O0000253,P00335,1,1390.19
O0000253,P00048,4,1825.43
O0000254,P00005,2,2121.02
O0000255,P00049,1,125.3
O0000256,P00139,1,1806.29
O0000256,P00474,1,2291.09
O0000257,P00493,2,1926.46
O0000257,P00301,2,749.15
O0000257,P00386,4,2356.97
O0000258,P00428,4,1879.04
O0000258,P00347,3,2237.26
O0000259,P00051,4,331.31
O0000259,P00119,1,1455.24
O0000260,P00397,3,809.58
O0000261,P00482,4,996.86
O0000262,P00044,3,76.59
O0000262,P00409,2,683.67
O0000262,P00366,1,894.55
O0000263,P00163,3,1518.44
O0000264,P00390,3,1600.9
O0000265,P00053,1,1112.84
O0000266,P00402,3,2431.65
O0000266,P00443,4,1534.14
O0000267,P00125,2,771.35
O0000267,P00351,4,828.34
O0000268,P00075,1,1097.4
O0000269,P00484,2,1438.21
O0000269,P00370,4,1498.83
O0000269,P00305,2,591.16
O0000270,P00203,3,2498.99
O0000271,P00305,2,591.16
O0000271,P00154,3,61.57
O0000271,P00309,2,2037.14
O0000272,P00150,4,693.82
O0000273,P00478,2,1156.17
O0000273,P00304,2,2325.86
O0000273,P00350,1,460.67
O0000274,P00355,1,2304.37
O0000275,P00367,4,1254.75
O0000275,P00405,4,97.18
O0000275,P00038,4,2225.94
O0000276,P00473,4,612.26
O0000276,P00279,1,2404.25
O0000276,P00405,3,97.18
O0000276,P00360,1,2133.42
O0000277,P00331,4,236.99
O0000277,P00496,3,363.82
O0000278,P00262,2,2120.13
O0000278,P00229,3,1401.85
O0000279,P00248,1,1047.33
O0000279,P00152,4,2364.13
O0000279,P00472,1,1195.02
O0000279,P00060,2,690.21
O0000279,P00179,3,1900.72
O0000280,P00244,1,1145.62
O0000280,P00225,4,1317.72
O0000280,P00164,1,112.27
O0000280,P00154,1,61.57
O0000280,P00415,1,659.67
O0000280,P00012,3,1354.36
O0000281,P00082,3,1815.59
O0000281,P00287,4,246.26
O0000281,P00491,4,1225.12
O0000282,P00337,4,295.17
O0000282,P00203,1,2498.99
O0000282,P00378,2,777.46
O0000283,P00361,1,241.66
O0000283,P00296,1,1651.78
O0000283,P00410,2,1508.84
O0000284,P00344,4,1960.72
O0000284,P00271,3,2363.79
O0000284,P00306,4,1132.19
O0000285,P00345,3,847.5
O0000285,P00471,1,243.48
O0000286,P00094,3,1446.97
O0000286,P00356,2,346.78
O0000286,P00262,4,2120.13
O0000287,P00356,2,346.78
O0000287,P00285,2,1120.17
O0000287,P00251,3,2482.25
O0000288,P00028,3,2422.96
O0000288,P00488,1,2251.79
O0000288,P00249,2,1452.1
O0000288,P00100,4,787.21
O0000289,P00228,4,2281.63
O0000290,P00113,3,1554.98
O0000290,P00017,3,1355.36
O0000290,P00116,3,962.69
O0000291,P00294,1,922.06
O0000292,P00022,4,1773.98
O0000292,P00280,2,1697.43
O0000292,P00218,1,975.08
O0000293,P00444,1,1110.11
O0000293,P00398,2,1969.58
O0000293,P00108,3,1810.27
O0000294,P00402,2,2431.65
O0000294,P00417,2,745.05
O0000295,P00361,3,241.66
O0000296,P00461,1,1780.23
O0000296,P00070,4,1416.46
O0000297,P00165,2,1030.79
O0000297,P00390,4,1600.9
O0000297,P00251,2,2482.25
O0000298,P00232,1,2333.56
O0000298,P00325,1,2073.43
O0000298,P00207,3,247.17
O0000299,P00048,4,1825.43
O0000299,P00326,3,129.17
O0000299,P00436,1,1725.19
O0000299,P00408,4,83.21
O0000300,P00425,3,59.52
O0000301,P00350,1,460.67
O0000302,P00009,1,1342.34
O0000302,P00476,2,1340.02
O0000302,P00226,4,62.06
O0000303,P00448,3,568.43
O0000303,P00048,3,1825.43
O0000303,P00129,1,2373.29
O0000304,P00321,3,2407.49
O0000304,P00372,2,2338.99
O0000305,P00304,2,2325.86
O0000305,P00266,4,781.43
O0000305,P00005,1,2121.02
O0000306,P00037,2,34.44
O0000306,P00197,1,926.87
O0000306,P00375,1,1796.59
O0000307,P00448,2,568.43
O0000308,P00333,2,2300.94
O0000308,P00226,3,62.06
O0000308,P00370,2,1498.83
O0000308,P00322,2,2073.78
O0000309,P00386,1,2356.97
O0000309,P00302,4,1963.91
O0000309,P00180,4,550.9
O0000310,P00128,3,261.9
O0000310,P00399,1,1413.27
O0000310,P00435,3,1948.23
O0000311,P00402,2,2431.65
O0000312,P00305,1,591.16
O0000312,P00271,1,2363.79
O0000312,P00185,3,1594.64
O0000312,P00068,4,144.43
O0000313,P00395,1,2258.4
O0000313,P00009,1,1342.34
O0000313,P00008,3,1594.68
O0000314,P00147,4,187.92
O0000315,P00043,3,1672.33
O0000315,P00041,2,39.03
O0000316,P00391,1,1610.04
O0000316,P00159,4,1889.8
O0000317,P00029,3,20.36
O0000317,P00342,2,158.9
O0000317,P00062,1,2084.73
O0000317,P00363,2,316.81
O0000318,P00401,3,1868.19
O0000318,P00086,3,392.04
O0000318,P00065,3,2268.72
O0000318,P00376,1,2118.51
O0000319,P00322,1,2073.78
O0000319,P00255,4,1490.95
O0000320,P00086,3,392.04
O0000320,P00081,3,587.89
O0000320,P00396,1,2430.83
O0000320,P00458,1,977.7
O0000320,P00117,1,2277.88
O0000320,P00023,1,606.44
O0000321,P00440,1,2132.22
O0000321,P00284,4,959.3
O0000321,P00115,3,1602.76
O0000321,P00128,4,261.9
O0000322,P00258,1,1042.7
O0000322,P00092,2,1106.3
O0000322,P00412,1,1623.65
O0000322,P00489,4,2022.13
O0000322,P00036,4,2203.95
O0000323,P00289,3,763.31
O0000323,P00379,2,467.47
O0000323,P00238,3,418.8
O0000324,P00390,2,1600.9
O0000324,P00078,1,614.77
O0000324,P00478,4,1156.17
O0000325,P00172,1,1695.76
O0000325,P00389,4,232.76
O0000326,P00215,4,1151.22
O0000326,P00493,1,1926.46
O0000327,P00359,3,795.37
O0000327,P00235,1,2271.22
O0000327,P00298,1,428.35
O0000327,P00259,2,2431.14
O0000328,P00340,2,1067.58
O0000328,P00122,3,1979.84
O0000329,P00120,1,2193.0
O0000329,P00484,2,1438.21
O0000330,P00231,4,2388.95
O0000330,P00161,4,786.36
O0000330,P00062,3,2084.73
O0000330,P00494,2,990.36
O0000331,P00156,1,1478.35
O0000331,P00111,3,1117.54
O0000331,P00076,1,1879.93
O0000331,P00365,2,319.48
O0000332,P00134,2,329.99
O0000332,P00016,4,1908.48
O0000332,P00438,4,1616.18
O0000332,P00285,2,1120.17
O0000333,P00400,2,108.1
O0000333,P00067,2,706.47
O0000333,P00422,4,793.83
O0000334,P00301,3,749.15
O0000334,P00470,1,561.61
O0000334,P00012,1,1354.36
O0000335,P00170,1,2113.4
O0000335,P00022,4,1773.98
O0000335,P00026,2,2004.47
O0000335,P00474,4,2291.09
O0000336,P00089,3,201.54
O0000337,P00316,2,2060.86
O0000337,P00332,3,185.0
O0000337,P00256,4,1105.82
O0000338,P00071,4,2412.33
O0000338,P00103,2,701.47
O0000338,P00323,1,1016.08
O0000338,P00196,3,2372.83
O0000339,P00093,1,1840.32
O0000340,P00399,3,1413.27
O0000340,P00030,4,399.67
O0000341,P00137,1,2249.68
O0000341,P00392,2,1170.67
O0000341,P00295,4,1104.56
O0000341,P00182,2,1585.41
O0000342,P00358,3,2359.73
O0000342,P00468,1,708.59
O0000342,P00361,3,241.66
O0000342,P00486,2,299.84
O0000343,P00120,2,2193.0
O0000343,P00011,4,1643.77
O0000344,P00175,2,1782.83
O0000344,P00471,3,243.48
O0000344,P00031,1,139.6
O0000345,P00187,1,2036.57
O0000345,P00192,4,1085.06
O0000345,P00301,1,749.15
O0000345,P00173,3,2414.51
O0000346,P00406,4,1001.4
O0000346,P00333,3,2300.94
O0000346,P00090,3,191.88
O0000347,P00066,2,2169.13
O0000347,P00374,1,593.07
O0000348,P00163,2,1518.44
O0000348,P00328,1,219.82
O0000348,P00480,4,56.97
O0000348,P00073,3,1338.87
O0000349,P00363,3,316.81
O0000349,P00229,1,1401.85
O0000349,P00136,2,1153.24
O0000350,P00056,1,1800.09
O0000350,P00025,4,1067.59
O0000351,P00193,1,1123.1
O0000351,P00425,4,59.52
O0000351,P00404,2,1017.41
O0000352,P00151,1,1672.82
O0000352,P00164,3,112.27
O0000353,P00483,1,748.02
O0000353,P00174,4,2416.18
O0000353,P00361,1,241.66
O0000354,P00081,1,587.89
O0000354,P00052,3,1376.62
O0000354,P00106,2,1767.49
O0000355,P00153,2,336.03
O0000356,P00252,2,2482.22
