order_id,product_id,quantity,unit_price
O0000203,P00028,4,2422.96
O0000204,P00192,2,1085.06
O0000204,P00235,2,2271.22
O0000204,P00324,3,1592.58
O0000205,P00057,4,1949.37
O0000205,P00235,4,2271.22
O0000206,P00081,2,587.89
O0000206,P00296,2,1651.78
O0000207,P00237,3,2322.21
O0000207,P00008,4,1594.68
O0000207,P00377,2,2440.01
O0000208,P00475,2,1224.71
O0000208,P00468,1,708.59
O0000208,P00214,1,1911.36
O0000208,P00021,4,573.37
O0000209,P00051,4,331.31
O0000209,P00254,2,483.37
O0000209,P00043,1,1672.33
O0000210,P00332,1,185.0
O0000211,P00299,1,566.67
O0000212,P00095,3,1182.98
O0000212,P00321,4,2407.49
O0000212,P00361,1,241.66
O0000213,P00358,2,2359.73
O0000213,P00404,1,1017.41
O0000214,P00455,1,1150.76
O0000214,P00057,4,1949.37
O0000214,P00188,4,744.2
O0000214,P00317,1,558.08
O0000215,P00105,2,2452.22
O0000215,P00172,2,1695.76
O0000215,P00277,1,2115.64
O0000215,P00333,4,2300.94
O0000216,P00116,3,962.69
O0000216,P00181,3,607.52
O0000216,P00258,4,1042.7
O0000217,P00063,4,29.65
O0000218,P00318,3,881.21
O0000218,P00410,1,1508.84
O0000218,P00097,4,642.21
O0000219,P00085,3,1109.56
O0000219,P00058,2,1673.93
O0000219,P00255,2,1490.95
O0000220,P00497,2,1907.26
O0000220,P00243,3,1730.37
O0000221,P00411,2,641.22
O0000221,P00428,3,1879.04
O0000221,P00211,3,2155.79
O0000222,P00432,4,322.13
O0000222,P00235,3,2271.22
O0000222,P00291,2,280.83
O0000223,P00025,2,1067.59
O0000223,P00181,3,607.52
O0000223,P00234,2,2411.83
O0000223,P00317,2,558.08
O0000223,P00365,3,319.48
O0000224,P00407,2,2401.89
O0000224,P00083,2,911.79
O0000225,P00288,1,1951.24
O0000225,P00341,3,1285.59
O0000226,P00084,3,740.96
O0000226,P00063,1,29.65
O0000226,P00208,4,2065.71
O0000227,P00170,3,2113.4
O0000227,P00243,3,1730.37
O0000228,P00465,4,978.07
O0000229,P00060,3,690.21
O0000229,P00013,4,1893.12
O0000229,P00317,2,558.08
O0000229,P00229,3,1401.85
O0000230,P00299,2,566.67
O0000230,P00401,3,1868.19
O0000230,P00101,1,2368.45
O0000231,P00100,4,787.21
O0000231,P00163,1,1518.44
O0000231,P00466,3,1557.1
O0000231,P00204,2,1172.6
O0000232,P00177,3,147.34
O0000232,P00158,4,270.47
O0000232,P00448,1,568.43
O0000233,P00497,4,1907.26
O0000233,P00374,4,593.07
O0000234,P00156,4,1478.35
O0000234,P00445,3,1314.91
O0000234,P00034,4,675.05
O0000234,P00046,1,1005.19
O0000234,P00210,3,1142.06
O0000235,P00096,4,1738.78
O0000235,P00149,4,1889.77
O0000235,P00022,3,1773.98
O0000236,P00115,1,1602.76
O0000236,P00406,1,1001.4
O0000237,P00458,3,977.7
O0000238,P00126,1,936.96
O0000238,P00062,3,2084.73
O0000238,P00253,1,1688.65
O0000239,P00244,1,1145.62
O0000239,P00192,1,1085.06
O0000239,P00433,3,1060.87
O0000239,P00084,1,740.96
O0000240,P00183,2,612.8
O0000241,P00150,1,693.82
O0000241,P00264,2,2393.19
O0000241,P00393,2,1675.33
O0000242,P00162,3,970.44
O0000242,P00139,3,1806.29
O0000243,P00191,4,2311.91
O0000243,P00211,3,2155.79
O0000243,P00472,2,1195.02
O0000243,P00053,2,1112.84
O0000244,P00460,1,514.21
O0000244,P00214,4,1911.36
O0000244,P00470,1,561.61
O0000245,P00227,3,1768.85
O0000245,P00089,3,201.54
O0000246,P00073,2,1338.87
O0000246,P00158,2,270.47
O0000247,P00397,4,809.58
O0000247,P00388,4,991.36
O0000247,P00022,2,1773.98
O0000248,P00241,1,1125.14
O0000248,P00466,3,1557.1
O0000249,P00309,2,2037.14
O0000249,P00301,2,749.15
O0000249,P00095,3,1182.98
O0000250,P00143,3,2421.47
O0000250,P00181,2,607.52
O0000250,P00438,2,1616.18
O0000251,P00367,2,1254.75
O0000251,P00494,3,990.36
O0000251,P00088,1,2369.76
O0000252,P00188,2,744.2
O0000253,P00264,2,2393.19
O0000253,P00209,1,2224.16
O0000253,P00390,3,1600.9
O0000253,P00064,4,1221.82
O0000254,P00361,3,241.66
O0000254,P00286,1,1399.11
O0000255,P00352,4,1167.86
O0000256,P00220,2,1257.69
O0000256,P00439,1,2006.97
O0000256,P00459,4,1140.32
O0000257,P00338,1,2335.8
O0000257,P00062,2,2084.73
O0000257,P00203,4,2498.99
O0000257,P00356,1,346.78
O0000258,P00305,4,591.16
O0000258,P00063,2,29.65
O0000258,P00430,4,2193.21
O0000259,P00330,4,35.04
O0000259,P00183,4,612.8
O0000260,P00394,4,1055.3
O0000260,P00056,1,1800.09
O0000260,P00129,4,2373.29
O0000260,P00255,2,1490.95
O0000260,P00322,2,2073.78
O0000261,P00092,4,1106.3
O0000261,P00310,3,307.89
O0000262,P00040,4,124.56
O0000262,P00406,4,1001.4
O0000262,P00104,3,2165.17
O0000263,P00010,1,2057.18
O0000263,P00221,1,830.0
O0000263,P00197,4,926.87
O0000264,P00091,3,1624.37
O0000265,P00292,4,1085.08
O0000266,P00288,2,1951.24
O0000266,P00260,1,1191.69
O0000266,P00201,3,316.59
O0000266,P00254,4,483.37
O0000267,P00179,1,1900.72
O0000267,P00392,3,1170.67
O0000267,P00195,1,328.68
O0000267,P00220,3,1257.69
O0000267,P00183,4,612.8
O0000268,P00332,3,185.0
O0000268,P00304,1,2325.86
O0000268,P00467,1,1130.31
O0000269,P00443,4,1534.14
O0000269,P00291,4,280.83
O0000270,P00163,4,1518.44
O0000270,P00293,4,2411.97
O0000270,P00166,1,834.28
O0000270,P00414,4,2016.49
O0000271,P00174,2,2416.18
O0000272,P00434,1,1801.13
O0000272,P00431,2,1639.12
O0000273,P00381,1,43.32
O0000273,P00368,1,1056.8
O0000274,P00272,4,558.52
O0000274,P00219,2,942.4
O0000274,P00178,1,2100.35
O0000275,P00129,4,2373.29
O0000275,P00344,2,1960.72
O0000276,P00296,4,1651.78
O0000276,P00110,4,104.21
O0000276,P00138,4,1784.7
O0000276,P00479,1,1401.84
O0000277,P00154,4,61.57
O0000277,P00211,3,2155.79
O0000277,P00441,1,469.43
O0000277,P00325,2,2073.43
O0000278,P00352,2,1167.86
O0000278,P00208,2,2065.71
O0000278,P00059,2,1133.42
O0000278,P00099,1,2320.27
O0000279,P00019,2,2445.29
O0000280,P00412,3,1623.65
O0000280,P00338,2,2335.8
O0000280,P00330,1,35.04
O0000281,P00033,4,1056.77
O0000281,P00460,3,514.21
O0000282,P00058,1,1673.93
O0000282,P00268,3,748.55
O0000282,P00255,1,1490.95
O0000283,P00200,2,1778.21
O0000283,P00479,4,1401.84
O0000284,P00141,4,241.69
O0000284,P00210,3,1142.06
O0000284,P00442,1,344.29
O0000284,P00252,3,2482.22
O0000285,P00402,2,2431.65
O0000285,P00186,4,614.2
O0000285,P00367,3,1254.75
O0000286,P00431,1,1639.12
O0000286,P00354,2,273.31
O0000286,P00130,4,620.27
O0000287,P00122,4,1979.84
O0000287,P00199,1,512.44
O0000288,P00388,2,991.36
O0000289,P00330,4,35.04
O0000289,P00405,1,97.18
O0000290,P00475,3,1224.71
O0000290,P00368,4,1056.8
O0000290,P00449,1,233.73
O0000290,P00423,2,1966.25
O0000290,P00358,3,2359.73
O0000291,P00233,1,1600.29
O0000291,P00391,1,1610.04
O0000291,P00329,2,17.7
O0000292,P00322,3,2073.78
O0000293,P00426,2,335.39
O0000294,P00232,4,2333.56
O0000294,P00448,2,568.43
O0000295,P00213,3,2364.28
O0000295,P00094,4,1446.97
O0000295,P00449,4,233.73
O0000296,P00332,2,185.0
O0000296,P00465,1,978.07
O0000297,P00308,3,1326.37
O0000297,P00077,1,542.12
O0000297,P00491,3,1225.12
O0000297,P00088,1,2369.76
O0000298,P00233,4,1600.29
O0000298,P00061,2,1770.45
O0000298,P00366,2,894.55
O0000299,P00308,2,1326.37
O0000299,P00422,3,793.83
O0000299,P00373,2,1414.33
O0000299,P00215,2,1151.22
O0000300,P00121,4,2013.52
O0000300,P00465,2,978.07
O0000300,P00190,4,324.32
O0000300,P00044,1,76.59
O0000301,P00217,3,924.35
O0000301,P00038,1,2225.94
O0000301,P00286,1,1399.11
O0000302,P00311,1,1066.25
O0000302,P00003,3,509.11
O0000302,P00259,4,2431.14
O0000302,P00155,4,301.21
O0000303,P00477,3,2074.44
O0000303,P00450,4,1017.55
O0000304,P00073,3,1338.87
O0000304,P00060,3,690.21
O0000304,P00023,2,606.44
O0000304,P00256,3,1105.82
O0000305,P00136,3,1153.24
O0000306,P00392,2,1170.67
O0000307,P00094,1,1446.97
O0000307,P00241,3,1125.14
O0000307,P00084,4,740.96
O0000308,P00364,4,2294.81
O0000308,P00235,4,2271.22
O0000308,P00058,2,1673.93
O0000309,P00261,3,2419.95
O0000309,P00289,2,763.31
O0000309,P00299,1,566.67
O0000310,P00127,4,1544.9
O0000310,P00347,1,2237.26
O0000310,P00455,3,1150.76
O0000311,P00055,3,623.43
O0000312,P00338,4,2335.8
O0000312,P00233,3,1600.29
O0000312,P00305,1,591.16
O0000312,P00169,1,2378.66
O0000313,P00442,1,344.29
O0000313,P00411,3,641.22
O0000313,P00166,1,834.28
O0000314,P00131,2,2035.44
O0000314,P00123,4,1467.63
O0000315,P00489,2,2022.13
O0000316,P00413,3,2471.08
O0000316,P00463,2,2459.08
O0000316,P00184,1,2384.21
O0000317,P00308,4,1326.37
O0000317,P00047,4,2349.0
O0000318,P00048,1,1825.43
O0000318,P00263,3,2185.95
O0000318,P00499,4,1589.41
O0000319,P00269,1,1911.95
O0000320,P00245,3,1125.17
O0000320,P00077,2,542.12
O0000320,P00351,3,828.34
O0000321,P00263,1,2185.95
O0000322,P00369,3,1368.13
O0000322,P00182,3,1585.41
O0000323,P00094,4,1446.97
O0000323,P00024,1,1964.78
O0000324,P00233,4,1600.29
O0000324,P00320,3,713.5
O0000325,P00345,1,847.5
O0000325,P00223,1,2450.05
O0000325,P00003,4,509.11
O0000326,P00355,4,2304.37
O0000326,P00445,4,1314.91
O0000327,P00412,3,1623.65
O0000327,P00045,2,2182.33
O0000327,P00070,1,1416.46
O0000327,P00098,1,1041.92
O0000328,P00247,2,240.99
O0000328,P00333,2,2300.94
O0000329,P00217,1,924.35
O0000329,P00060,2,690.21
O0000329,P00463,2,2459.08
O0000330,P00300,2,1934.27
O0000330,P00104,3,2165.17
O0000331,P00213,4,2364.28
O0000332,P00019,4,2445.29
O0000333,P00445,4,1314.91
O0000333,P00119,1,1455.24
O0000333,P00271,1,2363.79
O0000333,P00217,3,924.35
O0000333,P00284,1,959.3
O0000334,P00254,3,483.37
O0000335,P00225,2,1317.72
O0000335,P00260,2,1191.69
O0000336,P00432,4,322.13
O0000337,P00335,3,1390.19
O0000338,P00384,1,747.85
O0000338,P00342,4,158.9
O0000338,P00067,2,706.47
O0000338,P00103,2,701.47
O0000339,P00108,1,1810.27
O0000339,P00010,3,2057.18
O0000339,P00452,3,1406.97
O0000339,P00183,2,612.8
O0000340,P00221,1,830.0
O0000340,P00317,2,558.08
O0000341,P00024,3,1964.78
O0000341,P00459,2,1140.32
O0000342,P00475,4,1224.71
O0000342,P00410,4,1508.84
O0000342,P00493,1,1926.46
O0000343,P00260,1,1191.69
O0000343,P00086,1,392.04
O0000343,P00446,2,2100.0
O0000343,P00467,3,1130.31
O0000344,P00256,1,1105.82
O0000344,P00079,3,1985.44
O0000344,P00172,2,1695.76
O0000345,P00243,3,1730.37
O0000345,P00147,2,187.92
O0000345,P00044,3,76.59
O0000345,P00191,4,2311.91
O0000345,P00185,2,1594.64
O0000346,P00411,4,641.22
O0000346,P00212,4,615.72
O0000346,P00460,4,514.21
O0000347,P00265,1,1743.63
O0000347,P00044,3,76.59
O0000347,P00162,4,970.44
O0000348,P00339,2,49.28
O0000349,P00215,4,1151.22
O0000349,P00454,3,2057.27
O0000349,P00370,3,1498.83
O0000349,P00466,3,1557.1
